HQ/ACRO-0/13
   1.00000	   0.00000
   0.99490	   0.00053
   0.98688	   0.00134
   0.97838	   0.00222
   0.96941	   0.00316
   0.95999	   0.00417
   0.95014	   0.00526
   0.93987	   0.00641
   0.92920	   0.00764
   0.91816	   0.00893
   0.90682	   0.01028
   0.89521	   0.01170
   0.88335	   0.01316
   0.87127	   0.01469
   0.85901	   0.01625
   0.84661	   0.01782
   0.83410	   0.01940
   0.82151	   0.02101
   0.80889	   0.02262
   0.79624	   0.02423
   0.78355	   0.02586
   0.77079	   0.02749
   0.75799	   0.02913
   0.74515	   0.03077
   0.73226	   0.03241
   0.71933	   0.03403
   0.70639	   0.03565
   0.69347	   0.03725
   0.68057	   0.03883
   0.66772	   0.04038
   0.65491	   0.04190
   0.64216	   0.04339
   0.62947	   0.04485
   0.61685	   0.04626
   0.60429	   0.04762
   0.59176	   0.04892
   0.57926	   0.05020
   0.56681	   0.05141
   0.55438	   0.05258
   0.54197	   0.05371
   0.52962	   0.05480
   0.51730	   0.05584
   0.50503	   0.05683
   0.49281	   0.05777
   0.48062	   0.05865
   0.46848	   0.05949
   0.45640	   0.06027
   0.44436	   0.06100
   0.43239	   0.06166
   0.42047	   0.06228
   0.40861	   0.06284
   0.39683	   0.06334
   0.38515	   0.06378
   0.37354	   0.06416
   0.36204	   0.06448
   0.35063	   0.06471
   0.33931	   0.06488
   0.32810	   0.06498
   0.31698	   0.06499
   0.30593	   0.06493
   0.29499	   0.06482
   0.28418	   0.06464
   0.27351	   0.06439
   0.26298	   0.06407
   0.25260	   0.06367
   0.24239	   0.06320
   0.23236	   0.06268
   0.22251	   0.06207
   0.21288	   0.06142
   0.20348	   0.06072
   0.19432	   0.05996
   0.18544	   0.05918
   0.17684	   0.05835
   0.16856	   0.05751
   0.16059	   0.05663
   0.15293	   0.05572
   0.14560	   0.05479
   0.13857	   0.05383
   0.13186	   0.05287
   0.12544	   0.05189
   0.11932	   0.05091
   0.11348	   0.04994
   0.10791	   0.04896
   0.10261	   0.04799
   0.09756	   0.04703
   0.09276	   0.04607
   0.08817	   0.04512
   0.08380	   0.04417
   0.07963	   0.04323
   0.07565	   0.04228
   0.07185	   0.04134
   0.06821	   0.04040
   0.06472	   0.03946
   0.06138	   0.03854
   0.05818	   0.03760
   0.05511	   0.03668
   0.05215	   0.03577
   0.04932	   0.03484
   0.04659	   0.03392
   0.04397	   0.03299
   0.04144	   0.03207
   0.03901	   0.03115
   0.03666	   0.03022
   0.03440	   0.02929
   0.03222	   0.02835
   0.03011	   0.02742
   0.02807	   0.02649
   0.02610	   0.02556
   0.02420	   0.02462
   0.02236	   0.02367
   0.02058	   0.02273
   0.01887	   0.02176
   0.01723	   0.02078
   0.01564	   0.01979
   0.01410	   0.01879
   0.01264	   0.01777
   0.01122	   0.01673
   0.00986	   0.01569
   0.00856	   0.01462
   0.00732	   0.01352
   0.00615	   0.01240
   0.00504	   0.01126
   0.00400	   0.01009
   0.00302	   0.00889
   0.00214	   0.00765
   0.00137	   0.00637
   0.00077	   0.00501
   0.00035	   0.00361
   0.00011	   0.00217
   0.00001	   0.00072
   0.00001	  -0.00073
   0.00011	  -0.00217
   0.00035	  -0.00361
   0.00077	  -0.00501
   0.00137	  -0.00637
   0.00214	  -0.00765
   0.00302	  -0.00889
   0.00400	  -0.01009
   0.00504	  -0.01126
   0.00615	  -0.01240
   0.00732	  -0.01352
   0.00856	  -0.01462
   0.00986	  -0.01569
   0.01122	  -0.01673
   0.01264	  -0.01777
   0.01410	  -0.01879
   0.01564	  -0.01979
   0.01723	  -0.02078
   0.01887	  -0.02176
   0.02058	  -0.02273
   0.02236	  -0.02367
   0.02420	  -0.02462
   0.02610	  -0.02556
   0.02807	  -0.02649
   0.03011	  -0.02742
   0.03222	  -0.02835
   0.03440	  -0.02929
   0.03666	  -0.03022
   0.03901	  -0.03115
   0.04144	  -0.03207
   0.04397	  -0.03299
   0.04659	  -0.03392
   0.04932	  -0.03484
   0.05215	  -0.03577
   0.05511	  -0.03668
   0.05818	  -0.03760
   0.06138	  -0.03854
   0.06472	  -0.03946
   0.06821	  -0.04040
   0.07185	  -0.04134
   0.07565	  -0.04228
   0.07963	  -0.04323
   0.08380	  -0.04417
   0.08817	  -0.04512
   0.09276	  -0.04607
   0.09756	  -0.04704
   0.10261	  -0.04799
   0.10791	  -0.04896
   0.11348	  -0.04994
   0.11932	  -0.05091
   0.12544	  -0.05189
   0.13186	  -0.05287
   0.13857	  -0.05383
   0.14560	  -0.05479
   0.15293	  -0.05572
   0.16059	  -0.05664
   0.16856	  -0.05751
   0.17684	  -0.05835
   0.18544	  -0.05918
   0.19432	  -0.05997
   0.20348	  -0.06072
   0.21288	  -0.06143
   0.22251	  -0.06207
   0.23236	  -0.06268
   0.24239	  -0.06320
   0.25260	  -0.06367
   0.26298	  -0.06407
   0.27351	  -0.06439
   0.28418	  -0.06464
   0.29499	  -0.06482
   0.30593	  -0.06493
   0.31698	  -0.06499
   0.32810	  -0.06498
   0.33931	  -0.06488
   0.35063	  -0.06471
   0.36204	  -0.06448
   0.37354	  -0.06416
   0.38515	  -0.06378
   0.39683	  -0.06334
   0.40861	  -0.06284
   0.42047	  -0.06228
   0.43239	  -0.06166
   0.44436	  -0.06100
   0.45640	  -0.06027
   0.46848	  -0.05949
   0.48061	  -0.05865
   0.49281	  -0.05777
   0.50503	  -0.05683
   0.51730	  -0.05584
   0.52962	  -0.05480
   0.54197	  -0.05371
   0.55438	  -0.05258
   0.56681	  -0.05141
   0.57926	  -0.05020
   0.59176	  -0.04892
   0.60429	  -0.04762
   0.61685	  -0.04626
   0.62947	  -0.04485
   0.64216	  -0.04339
   0.65491	  -0.04190
   0.66772	  -0.04038
   0.68057	  -0.03883
   0.69347	  -0.03725
   0.70639	  -0.03565
   0.71933	  -0.03403
   0.73226	  -0.03241
   0.74515	  -0.03077
   0.75799	  -0.02913
   0.77079	  -0.02749
   0.78355	  -0.02586
   0.79624	  -0.02423
   0.80889	  -0.02262
   0.82151	  -0.02101
   0.83410	  -0.01940
   0.84661	  -0.01782
   0.85901	  -0.01625
   0.87127	  -0.01469
   0.88335	  -0.01316
   0.89521	  -0.01170
   0.90682	  -0.01029
   0.91816	  -0.00893
   0.92920	  -0.00764
   0.93987	  -0.00641
   0.95014	  -0.00526
   0.95999	  -0.00417
   0.96941	  -0.00316
   0.97838	  -0.00222
   0.98688	  -0.00134
   0.99490	  -0.00053
   1.00000	   0.00000
