fx711530

1.000000  0.000000
0.999849  0.000014
0.999398  0.000056
0.998645  0.000127
0.997592  0.000225
0.996240  0.000352
0.994588  0.000507
0.992639  0.000687
0.990393  0.000890
0.987851  0.001112
0.985016  0.001350
0.981888  0.001605
0.978470  0.001877
0.974764  0.002169
0.970772  0.002482
0.966496  0.002823
0.961940  0.003192
0.957105  0.003594
0.951995  0.004034
0.946612  0.004517
0.940961  0.005046
0.935043  0.005620
0.928864  0.006234
0.922427  0.006883
0.915735  0.007559
0.908792  0.008257
0.901604  0.008981
0.894173  0.009746
0.886505  0.010564
0.878604  0.011455
0.870476  0.012432
0.862124  0.013463
0.853553  0.014478
0.844770  0.015429
0.835779  0.016389
0.826586  0.017476
0.817197  0.018714
0.807616  0.019986
0.797850  0.021162
0.787904  0.022275
0.777785  0.023479
0.767499  0.024889
0.757051  0.026427
0.746449  0.027879
0.735698  0.029277
0.724806  0.030832
0.713778  0.032741
0.702621  0.035007
0.691342  0.037272
0.679948  0.039343
0.668445  0.041313
0.656841  0.043364
0.645142  0.045550
0.633356  0.047772
0.621490  0.049868
0.609551  0.051781
0.597545  0.053641
0.585481  0.055482
0.573365  0.057280
0.561205  0.059002
0.549009  0.060633
0.536782  0.062195
0.524534  0.063749
0.512271  0.065271
0.500000  0.066664
0.487729  0.067885
0.475466  0.069002
0.463218  0.070052
0.450991  0.071033
0.438795  0.071915
0.426635  0.072645
0.414519  0.073216
0.402455  0.073723
0.390449  0.074229
0.378510  0.074655
0.366644  0.074911
0.354858  0.075014
0.343159  0.075024
0.331555  0.074988
0.320052  0.074933
0.308658  0.074765
0.297379  0.074438
0.286222  0.074003
0.275194  0.073544
0.264302  0.073059
0.253551  0.072499
0.242949  0.071810
0.232501  0.070994
0.222215  0.070147
0.212096  0.069292
0.202150  0.068392
0.192384  0.067389
0.182803  0.066260
0.173414  0.065071
0.164221  0.063873
0.155230  0.062653
0.146447  0.061357
0.137876  0.059961
0.129524  0.058507
0.121396  0.057049
0.113495  0.055588
0.105827  0.054069
0.098396  0.052439
0.091208  0.050731
0.084265  0.049021
0.077573  0.047346
0.071136  0.045663
0.064957  0.043900
0.059039  0.042059
0.053388  0.040198
0.048005  0.038364
0.042895  0.036535
0.038060  0.034648
0.033504  0.032689
0.029228  0.030724
0.025236  0.028835
0.021530  0.027000
0.018112  0.025087
0.014984  0.023016
0.012149  0.020898
0.009607  0.018966
0.007361  0.017249
0.005412  0.015591
0.003760  0.013701
0.002408  0.011489
0.001355  0.009090
0.000602  0.006157
0.000151  0.003534
0.000000  0.000000
0.000000  0.000000
0.000151  -0.003534
0.000602  -0.006157
0.001355  -0.009090
0.002408  -0.011489
0.003760  -0.013701
0.005412  -0.015591
0.007361  -0.017249
0.009607  -0.018966
0.012149  -0.020898
0.014984  -0.023016
0.018112  -0.025087
0.021530  -0.027000
0.025236  -0.028835
0.029228  -0.030724
0.033504  -0.032689
0.038060  -0.034648
0.042895  -0.036535
0.048005  -0.038364
0.053388  -0.040198
0.059039  -0.042059
0.064957  -0.043900
0.071136  -0.045663
0.077573  -0.047346
0.084265  -0.049021
0.091208  -0.050731
0.098396  -0.052439
0.105827  -0.054069
0.113495  -0.055588
0.121396  -0.057049
0.129524  -0.058507
0.137876  -0.059961
0.146447  -0.061357
0.155230  -0.062653
0.164221  -0.063873
0.173414  -0.065071
0.182803  -0.066260
0.192384  -0.067389
0.202150  -0.068392
0.212096  -0.069292
0.222215  -0.070147
0.232501  -0.070994
0.242949  -0.071810
0.253551  -0.072499
0.264302  -0.073059
0.275194  -0.073544
0.286222  -0.074003
0.297379  -0.074438
0.308658  -0.074765
0.320052  -0.074933
0.331555  -0.074988
0.343159  -0.075024
0.354858  -0.075014
0.366644  -0.074911
0.378510  -0.074655
0.390449  -0.074229
0.402455  -0.073723
0.414519  -0.073216
0.426635  -0.072645
0.438795  -0.071915
0.450991  -0.071033
0.463218  -0.070052
0.475466  -0.069002
0.487729  -0.067885
0.500000  -0.066664
0.512271  -0.065271
0.524534  -0.063749
0.536782  -0.062195
0.549009  -0.060633
0.561205  -0.059002
0.573365  -0.057280
0.585481  -0.055482
0.597545  -0.053641
0.609551  -0.051781
0.621490  -0.049868
0.633356  -0.047772
0.645142  -0.045550
0.656841  -0.043364
0.668445  -0.041313
0.679948  -0.039343
0.691342  -0.037272
0.702621  -0.035007
0.713778  -0.032741
0.724806  -0.030832
0.735698  -0.029277
0.746449  -0.027879
0.757051  -0.026427
0.767499  -0.024889
0.777785  -0.023479
0.787904  -0.022275
0.797850  -0.021162
0.807616  -0.019986
0.817197  -0.018714
0.826586  -0.017476
0.835779  -0.016389
0.844770  -0.015429
0.853553  -0.014478
0.862124  -0.013463
0.870476  -0.012432
0.878604  -0.011455
0.886505  -0.010564
0.894173  -0.009746
0.901604  -0.008981
0.908792  -0.008257
0.915735  -0.007559
0.922427  -0.006883
0.928864  -0.006234
0.935043  -0.005620
0.940961  -0.005046
0.946612  -0.004517
0.951995  -0.004034
0.957105  -0.003594
0.961940  -0.003192
0.966496  -0.002823
0.970772  -0.002482
0.974764  -0.002169
0.978470  -0.001877
0.981888  -0.001605
0.985016  -0.001350
0.987851  -0.001112
0.990393  -0.000890
0.992639  -0.000687
0.994588  -0.000507
0.996240  -0.000352
0.997592  -0.000225
0.998645  -0.000127
0.999398  -0.000056
0.999849  -0.000014
1.000000  0.000000
